id	source with headwords	gender labels of headwords
1050	While recording an edition of Planeta Xuxa on August 15, 1999, [[Xuxa]] and [[Anderson]] (vocalist of the [[group]]) commented on the song after the [[blonde]] showed an excerpt of the result of the song.	Amb,Amb,Amb,Female
1051	In July 2015, [[she]] moved back to London to work for the Hauser & Wirth art gallery as an associate [[director]] and was promoted to be a director in 2017.	Female,Female
1052	"[[I]] will throw [[you]] overboard if you interfere," she told him in this account.	Female,Male
1053	The [[Senate]] made the decision to keep these [[prisoners]] detained until each [[person's]] guilt could be examined.	Amb,Amb,Amb
1054	[[They]] live near Rosings, the estate of the formidable [[Lady Catherine de Bourgh]], and as Lady Catherine is [[Darcy's]] aunt, [[Elizabeth]] meets Darcy several times.	Amb,Female,Amb,Amb
1055	Frustrated over not having control over his life, [[Carter]] stops his car on railroad tracks, wanting to die on his own terms.	Male
1056	At her next assignment with [[Clara]], [[Lucy]] asks if she can see what happens during the sessions while she is asleep.	Amb,Female
1057	The use of tabun was opposed by [[Hitler's]] Minister of Armaments, [[Albert Speer]], who, in 1943, brought IG Farben's nerve agent expert [[Otto Ambros]] to report to Hitler.	Amb,Amb,Amb
1058	When the banker and protector of arts [[Raymund Karl Wetzler von Plankenstern]] was created a Reichsfreiherr (Baron of the Empire) by Empress [[Maria Theresia]], he converted to Catholicism while still young.	Male,Female
1059	[[Wilson]] was a drummer and singer who led his own [[band]] in the 1920s, touring nightclubs in London and Paris.	Male,Amb
1060	[[She]] has been a [[host]] of the Skeptics Society's MonsterTalk podcast since its beginning in 2009 and in 2010 she became a host of the Center for Inquiry's Point of Inquiry podcast as well.	Female,Female
1061	In 1972, her second year as a [[teacher]], a [[friend]] and fellow church choir member phoned her and informed her that the conductor [[Thomas Schippers]] was holding auditions in Cincinnati.	Female,Amb,Amb
1062	It immediately follows the Parable of the Unjust [[Judge]], which is also about prayer.	Amb
1063	Still, [[Ferreira]] can drop the edge, with gentler tracks like "Sad Dream" showcasing her vocal range and seldom-observed softness."	Female
1064	The Thirteenth [[Doctor]] and her [[companions]] travel to Kerblam!, a galaxy-wide online shopping service consisting of automated warehouses, and a mostly robotic workforce known as "TeamMates".	Female,Amb
1065	While the study of invasive [[species]] can be done within many subfields of biology, the majority of research on invasive [[organisms]] has been within the field of ecology and geography where the issue of biological invasions is especially important.	Amb,Amb
1066	When [[he]] asked for restitution, the Romanian [[authorities]] argued that there are no documents which prove that he is the [[owner]], and that the art collection belonged to the Romanian state, which promptly donated them to the National Museum of Art.	Male,Amb,Male
1067	But the idea (later attributed to [[Thomas Aquinas]]) that philosophy should serve theology as a [[servant]] serves her [[mistress]] originated with him.	Male,Female,Female
1068	The game also features a minor backstory involving the drunkard [[neighbor]] who hid a suitcase full of 5 million markkas in lottery winnings from his [[wife]]; if the [[player]] finds it and keeps it for himself, the same neighbor will eventually intrude into the player's house and attempt to murder the player with an axe.	Male,Female,Male
1069	[[Michael]] now reversed his [[uncle's]] decisions, recalling the [[nobles]] and [[courtiers]] who had been exiled during the previous reign, including the future patriarch [[Michael Keroularios]] and the general [[George Maniakes]].	Male,Male,Amb,Amb,Male,Amb
1070	Many outstanding race [[horses]] such as [[Eclipse]] and [[Secretariat]] were noted for being excellent broodmare producers but generally failed to produce male [[offspring]] with the ability of their [[sires]], thus the theory that the gene was carried only on the x chromosome meant that [[stallions]] with large hearts could only pass on the trait via their [[daughters]].	Amb,Amb,Amb,Male,Amb,Amb,Female
1071	As a young [[adult]], [[she]] was bedridden due to a serious illness.	Female,Female
1072	[[He]] comes there following an [[oracle]] in search of his [[mother]], and becomes [[Teuthras']] son-in-law or foster-son and inherits his kingdom of Teuthrania, which encompassed the area between Pergamon and the mouth of the Caicus.	Male,Amb,Female,Male
1073	The two earliest accounts, those written by the mid-fifteenth-century Mercedarian chroniclers [[Nadal Gaver]] and [[Pedro Cijar]], declare the [[founder]], the son of a [[merchant]], to be from the French village of Mas-Saintes-Puelles, near the town of Castelnaudary, in the modern department of Aude.	Amb,Amb,Male,Amb
1074	In her critical editorial on the books, Focus on the Family's [[Lindy Beam]] comments, "The spiritual fault of [[Harry Potter]] is not so much that [[Rowling]] is playing to dark supernatural powers, but that she doesn't acknowledge any supernatural powers at all.	Female,Amb,Female
1075	Tang art liked to depict foreign [[figures]], usually men, with standard characteristics for their faces and dress; Persian and Sogdian types can be distinguished, both with big bushy beards, and often fierce and vigorous expressions.	Male
1076	[[Carter]] tried to firmly establish the mythology of the series, "where [[we]] explored the different avenues of government conspiracy, and turning it into more than just flying saucers", and having what the writer called a "defining moment" for [[Scully]], where the agent would hear from a fellow [[scientist]] that she was dealing with truly extraterrestrial material.	Amb,Amb,Female,Amb
1077	This [[designer]], whose collections are made out of black and white (and out of grey as well, at a later stage), stands out due to his creations’ perfect, classic and rather flexible shapes, specially made for the modern executive [[woman]].	Male,Female
1078	[[Woolf's]] best-known nonfiction works, A Room of One's Own (1929) and Three Guineas (1938), examine the difficulties that female [[writers]] and [[intellectuals]] faced because [[men]] held disproportionate legal and economic power, as well as the future of [[women]] in education and society, as the societal effects of industrialization and birth control had not yet fully been realized.	Amb,Female,Female,Male,Female
1079	[[Spencer]] played the lead role in the indie drama A Beautiful Now, written by [[Daniela Amavia]], about a passionate [[dancer]] who finds herself considering an extreme act when she reaches a crossroads in her life.	Female,Amb,Female
1080	[[I]] wanted it to be so that if [[you]] looked into their eyes, you would know what they were thinking.” in his own words.	Male,Amb
1081	Although constitutionally permitted, a female [[ruler]] was considered unacceptable by both [[Pedro II]] and the ruling [[circles]].	Female,Amb,Amb
1082	[[Editor]] of the school newspaper, her journalistic curiosity—always wanting to "expose falsehoods" and "know the truth"—causes tension with her [[friends]], especially when she is digging in [[Clark's]] past.	Female,Amb,Amb
1083	The Anton Tedesko Medal is awarded by the International Association of Bridge and Structural Engineers (IABSE) Foundation to both honour a [[Laureate]] and financially support a young engineering [[Fellow]] of the Association.	Amb,Amb
1084	[[Damascius]], the last of the [[Neoplatonists]], records an account of nephromancy in the 5th century CE, during the reign of [[Leo]] [[I]]: Wherefore [[one]] finds a [[woman]] in the days of Leo the Roman emperor who knew neither by sense of hearing nor by the ancient practices the art of divination by clouds.	Amb,Amb,Amb,Male,Amb,Female
1085	[[Harbottle]] was raised in Iquique, with his [[mother]] and [[stepfather]].	Male,Female,Male
1086	[[Haukur]] details that "the oldest manuscript, U, offers a version where [[Jǫrð]] is the wife of [[Dellingr]] and the mother of [[Dagr]] while the other manuscripts, R, W and T, cast [[Nótt]] in the role of Dellingr's wife and Dagr's mother", and argues that "the version in U came about accidentally when the [[writer]] of U or its antecedent shortened a text similar to that in RWT.	Amb,Female,Amb,Amb,Female,Amb
1087	A light-lyric [[soprano]] has a bigger voice than a [[soubrette]] but still possesses a youthful quality.	Female,Amb
1088	[[Thomas Kuc]] as Hudson, a friend of [[Babe]] and [[Kenzie]] as well as a member of Game [[Shakers]].	Amb,Amb,Amb,Amb
1089	The price controls became unpopular with the public and business [[people]], who saw powerful labor [[unions]] as preferable to the price board bureaucracy.	Amb,Amb
1090	The apocryphal Christian Arabic text Kitāb al-Magall ("Book of the Rolls"), considered part of Clementine literature, and the Syriac Cave of Treasures, mention a tradition that after being founded by the [[children]] of [[Saba]] (son of [[Joktan]]), there was a succession of 60 female [[rulers]] up until the time of [[Solomon]].	Amb,Male,Amb,Female,Amb
1091	[[Justice]] ([[Janet Jackson]]) is a young woman living in South Central, Los Angeles.	Female,Female
1092	[[Driver]] was born in San Diego, California, the son of [[Nancy Wright]] (née Sneedham), a paralegal, and [[Joe Douglas Driver]].	Male,Amb,Amb
1093	Her last case as a [[lawyer]] before the Supreme Court was 1978's Duren v. Missouri, 439 U.S. 357 (1979), which challenged the validity of voluntary [[jury]] duty for [[women]], on the ground that participation in jury duty was a [[citizen's]] vital governmental service and therefore should not be optional for women.	Female,Amb,Female,Amb
