id	source with headwords	gender labels of headwords
4420	[[I]] am sorry that the [[representative]] of the [[Council]] has repeated that language and that lack of balance in her introduction this morning.	Amb,Female,Amb
4421	Mr [[Markov]], we should utilise the opportunity available to us now as a result of not adopting the resolution tomorrow, in order to reach a consensus in Parliament, and [[I]] think we have enough points of convergence for that to happen.	Male,Amb
4422	on behalf of the GUE/NGL [[Group]]. - (FR) Mr [[President]], [[Prime Minister]], Madam [[Minister]], if there is an area where Sweden's experience is of interest to [[us]] when it comes to European policy, [[I]] think it is one which you unfortunately chose to overlook in your address, that is, the social field, and more specifically the lessons to be learnt from the Laval-Vaxholm case.	Amb,Male,Amb,Female,Amb,Amb
4423	[[author]]. - (PT) Mr [[President]], the systematic violation of human rights in Iran brings [[us]] together here once again.	Amb,Male,Amb
4424	As a [[representative]] from London - and, indeed, a woman representative from London - I have had a particular interest in this subject, because London is one of the places very much affected by trafficking in [[women]].	Female,Female
4425	This will be a top [[diplomat]] who can raise her voice on behalf of the EU or mediate in cases of violence towards [[women]], who will submit proposals to the Council of [[Ministers]] and the European [[Commission]] and who will be accountable to the European Parliament.	Female,Female,Amb,Amb
4426	As Mrs [[Hautala]] is aware, extending sanctions requires unanimity in the [[Council]].	Female,Amb
4427	Mrs [[Kratsa-Tsagaropoulou]] asked [[me]] if the new rules will accelerate mergers between banks; that is not the aim of the reform, but if some banks failed to comply with these new regulations on time and therefore had to merge with their [[competitors]] or even their [[partners]], that would lead to greater protection for their [[depositors]] and [[creditors]], and to increased financial stability.	Female,Amb,Amb,Amb,Amb,Amb
4428	This budgetary procedure will be a long and difficult one, contrary to what Mr [[Lewandowski]] indicated in the French press when he anticipated the position of the [[MEPs]].	Male,Amb
4429	(PT) Madam [[President]], [[I]] consider the debate [[we]] are having here important, as well as the initiative from our [[Chair]] of the Committee on Employment and Social Affairs on the need to acknowledge the value of domestic [[workers]], the majority of whom are women providing domestic help, cleaning and catering services, and who are commonly victims of serious exploitation and discrimination, which is even worse when they are also immigrants.	Female,Amb,Amb,Amb,Female
4430	Failing which, because it validates over the whole Community the admission of a [[lawyer]] to the bar of his home country, the text will end up juxtaposing fifteen different professions in what [[we]] wish to be a single market.	Male,Amb
4431	Mr [[President]], given the abundance of work done by this House - the reports drawn up by [[rapporteurs]], the ideas and policies put forward - it is interesting how low attendance is. It is also very interesting that while a certain Mr [[Goldsmith]] is getting prime time on all our televisions, this anti-European is not here today to tell [[us]] all the ways we are going wrong.	Male,Amb,Male,Amb
4432	Surely it cannot be left to the discretion of Mr [[Hogg]], the Minister of Agriculture, whether he justifies his actions to the BSE [[Committee]] or not.	Male,Amb
4433	The [[reporter]] - and the Legal Affairs [[Committee]] agrees with him - advocates a directive, because the Member States can apply that more flexibly.	Male,Amb
4434	[[I]] cannot give a specific answer to the point the honourable [[Member]] has made because, in fact, the outcome of those discussions is being considered and my [[colleague]] will be making a statement in a debate on Thursday at which I have little doubt he will convey the outcome of the meeting, the conclusions the [[Commission]] has drawn and the action that has been taken.	Amb,Amb,Male,Amb
4435	If a [[coordinator]] steps down because he wants to operate in a different way, another [[coordinator]] is chosen, and in this case [[I]] was selected.	Male,Amb,Amb
4436	Brother [[Sun]], Sister [[Moon]]	Male,Female
4437	Rock 'N' Roll [[Singer]] (song)	Amb
4438	Aisén del General [[Carlos Ibañez del Campo]]	Amb
4439	[[Chair]] shot	Amb
4440	[[Baron]] de [[La]] Brede et de Montesquieu	Male,Male
4441	[[Me]]-[[She]]-Kin-No-Quah	Female,Female
4442	The Action [[Ace]]	Amb
4443	academic [[publisher]]	Amb
4444	[[Sextuple]]-[[head]]	Amb,Amb
4445	Dame [[Commander]] of the Order of the British Empire	Female
4446	[[Fighter]] Jet	Amb
4447	[[fighter]]	Amb
4448	Category: American female [[models]]	Female
4449	male fashion [[model]]	Male
4450	[[boss]] monster	Amb
4451	[[North American]] AT-6	Amb
4452	[[Minister]] for justice	Amb
4453	[[Turner]] syndrome	Amb
4454	Konica Minolta Business [[Expert]]	Amb
4455	Domestic [[worker]] girl	Female
4456	Domestic [[servant]] boy	Male
4457	[[Shaman]] (band)	Amb
4458	Mrs [[Potato Head]]	Female
4459	Bosnian and Herzegovinian [[representative]]	Amb
4460	[[Friend]] town	Amb
4461	Pret a [[Porter]] (film)	Amb
4462	Pornographic film [[actor]]	Male
4463	[[SINGERS]]	Amb
4464	In reality is a typical [[representative]] of American bohemia, a sexually decayed woman ready to sleep with any handsome [[man]]."	Female,Male
4465	'[[I]] have a really strong belief that any movement needs both [[radicals]] and [[liberals]],' she explained.	Female,Amb,Amb
4466	"[[I]] write big political books now," he says.	Male
4467	Unlike the [[authors]] of The Federalist Papers, a group of three men working closely together, the authors of the anti-Federalist papers were not engaged in an organized project.	Male
4468	[[He]] is what he is and [[I]] have the right to say what I say about him," she said.	Male,Female
4469	[[Hogg]] did not use a nickname until several months before her death, when she began calling herself "Imogene".	Female
4470	[[Ted]] tells [[her]] that she had released "the Spirit of the Hunter" and warns her not to do it again without [[Miguel]] with her.	Female,Female,Amb
4471	When [[she]] reveals her face to the [[Doctor]], his reaction indicates that he recognises her.	Female,Male
4472	In the 1970s [[he]] was a key [[executive]] at American International Pictures.	Male,Male
4473	Founded in 1190, it lasted until 1418, when it too died with no male [[heirs]].	Male
4474	Meanwhile, [[Babe]] and his new girlfriend, [[Elsa Opel]], who claims to be from Switzerland, are mugged by two [[men]] dressed in suits.	Male,Female,Male
4475	Soon after their arrival at the gas station, [[Lacey]] discovers the infected still-living body of the [[attendant]] from the opening scene.	Amb,Amb
4476	[[Volunteers]] who wish to undergo this penance, they must meet the requirements of being adult, man, and that a [[priest]] has to stating that they are Christian and its good faith.	Male,Male
4477	[[She]] pleaded guilty to conspiracy to act as an [[agent]] of a foreign [[government]] without notifying the U.S. [[Attorney General]].	Female,Female,Amb,Amb
4478	[[Connor]] clearly worries about [[Caroline]], and by the end of the episode seems to put her ahead of [[Abby]], much to the latter's confusion.	Amb,Female,Amb
4479	"It's a world that [[I]] wanted to explore," she said.	Female
4480	An old shepherd [[Baldassarre]], tells a story to [[L'Innocente]] (a younger son of [[Rosa Mamai]]) about a little [[goat]] fighting with a hungry [[wolf]] all night long (Come due tizzi accesi).	Amb,Male,Amb,Amb,Amb
4481	[[She]] led the story [[team]] for the "Waltz of the Flowers" sequence that was set to [[Tchaikovsky's]] music, and she later said she enormously enjoyed working on Fantasia, although she had problems with a few of the male [[artists]] who did not like taking orders from a [[woman]].	Female,Amb,Amb,Male,Female
4482	[[Dexter]] tells [[Doakes]] that the [[killer]] is sending a message that is more important than the ritual, but cannot tell him what or why.	Amb,Amb,Male
4483	Although her [[spouse]] married a second time after her death, all his legitimate [[children]] were born of [[Euphemia]].	Male,Amb,Amb
4484	With the outbreak of World War II, [[Sage]] moved back to her native New York, and [[Tanguy]], judged unfit for military service, followed her.	Female,Amb
4485	That same year [[she]] began as the music [[critic]] of Stage magazine.	Female,Female
4486	In response, [[Batman]] says that [[they]] cannot do so, reminding [[Robin]] of the fate of the [[Penguin's]] [[henchmen]] and their tainted rehydration, and can only hope for [[people]] in general to learn to live together peacefully on their own.	Amb,Amb,Amb,Amb,Male,Amb
4487	As [[director]] of the Massachusetts Institute of Technology Libraries from 1996 to 2013, she was instrumental in a variety of projects, including leading an initiative between MIT and Hewlett Packard to develop the DSpace digital repository system, and supporting MIT OpenCourseWare, one of the earliest large-scale projects to provide open access to university course materials.	Female
4488	"[[Tesseract]] Splits With [[Vocalist]] Yet Again - in Metal News".	Amb,Amb
4489	[[She]] dreams of becoming an [[idol]] someday and espousing an affluent [[husband]], and has a terrible sense of direction.	Female,Female,Male
4490	[[Hunter]] was involved in an automobile accident, and when rescue [[workers]] discovered she was transgender, they backed away and stopped administering treatment.	Female,Amb
4491	On January 11, 2006, [[Piper]] announced that he had been diagnosed with prostate cancer.	Male
4492	At [[Clavering's]] request the [[Pheasant]] was chosen to carry [[Sabine]] while making his observations.	Amb,Amb,Male
4493	[[LaPaz]] was called back in to investigate, but told a [[reporter]] that he did not expect to find anything.	Male,Amb
4494	Critically, while in England, [[Bisland]] was told (and apparently believed) she had missed her intended ride, the swift German steamer Ems leaving from Southampton, even though her [[publisher]] had bribed the shipping [[company]] to delay its departure.	Female,Amb,Amb
4495	She was a Victoria's Secret [[Angel]] from 2015 to 2016.	Female
4496	In Amazing Spider-Man: Renew Your Vows (an alternate reality first shown in the Secret Wars storyline where [[Peter]] and [[Mary Jane's]] marriage never ended), the Spot is one of the few beings with natural powers left free after the powerful [[Regent]] attempted to capture all powered beings to absorb their abilities for himself as part of a plan to challenge God Emperor [[Doom]].	Amb,Amb,Male,Male
4497	[[He]] began teaching [[Customer]] Development in his entrepreneurship classes at Stanford University and UC Berkeley.	Male,Amb
4498	A [[she-bear]] that was being held at the nearby amphitheatre attacked the [[guard]] and saved her.	Female,Female
4499	It is revealed that she comes from a very well-off [[family]], though she rejected her inheritance so that she could continue being an [[assistant]] at the bookstore.	Amb,Female
4500	As an example, a [[critic]] of [[Plantinga's]] idea of "a mighty nonhuman spirit" causing natural evils may concede that the existence of such a being is not logically impossible but argue that due to lacking scientific evidence for its existence this is very unlikely and thus it is an unconvincing explanation for the presence of natural evils.	Amb,Amb
