id	source with headwords	gender labels of headwords
1509	The [[British]] meanwhile pressured the [[Shah]] to appoint [[Ahmad Qavam]] to be the prime minister, who proceeded to mismanage the entire food supply and economy.	Amb,Male,Amb
1510	When [[Ferdinand]] died on 29 September 1833, [[Maria Christina]] became regent for their daughter [[Isabella]].	Amb,Amb,Female
1511	[[Robinson]] worked his way through normal school, following a program to learn mechanical drafting.	Male
1512	In 1895, [[Robinson]] enjoyed a productive period in Vermont, and in February 1896 he wrote to [[Monet]] about returning to Giverny, but in April he died of an acute asthma attack in New York City.	Male,Amb
1513	In 2002, [[Jade's]] [[friend]] sent her demo to a record [[producer]] in Los Angeles, California, who then decided to send Jade and her [[family]] to Hollywood for a meeting.	Female,Amb,Amb,Amb
1514	One was a relationship with a young [[woman]], another was a concern with the banality of the life that [[we]] all live, and a third an obsession with proving [[himself]] and testing himself to find out what kind of character he had.	Female,Amb,Male
1515	When [[Smith]] became aware that the countryside had been alarmed and that resistance might be encountered, he sent a detachment of light infantry under Major [[John Pitcairn]] ahead of the main column.	Male,Amb
1516	Applying a strong intellect to her work through precise language, [[she]] was a thoroughly modern [[writer]] and feminist who nonetheless remained highly versed in many areas of traditional western thought (Encyclopædia Britannica).	Female,Female
1517	When [[he]] refuses, the [[lady]] dresses in a full body suit of armor and follows him into the forest.	Male,Female
1518	Two months after her wedding, World War I broke out, and her [[husband]] was recruited.	Male
1519	The thesis has been widely applied to the premiership of [[Tony Blair]] as many [[sources]] such as former [[ministers]] have suggested that decision-making was controlled by him and [[Gordon Brown]], and the [[Cabinet]] was no longer used for decision-making.	Male,Amb,Amb,Amb,Amb
1520	In the hotel room, [[Lynch]] raped and beat [[Piper]], threatened to cut her with a razor and hang her, and stabbed her several times in the arms.	Amb,Female
1521	[[She]] has said that as a [[child]], she was "always in the hospital."	Female,Female
1522	A [[friend]] of [[his]] also gave the [[authorities]] the second rifle, which was given to him for storage.	Amb,Male,Amb
1523	On either side of the chapel the [[artist]] places (in what can only strike the [[viewer]] as theater boxes), portraits in relief of various members of the Cornaro family — the Venetian family memorialized in the chapel, including Cardinal [[Federico Cornaro]] who commissioned the chapel from [[Bernini]] — who are in animated conversation among themselves, presumably about the event taking place before them.	Amb,Amb,Male,Amb
1524	[[He]] was the great-grandson of Rear-Admiral the Hon. [[Frederick Paul Irby]], second son of the second [[Baron]].	Male,Male,Male
1525	At street-level, the [[gang]] was involved in a wide range of crimes that included murder, robbery, home invasion and car theft.	Amb
1526	"[[United]] complete signing of [[Memphis Depay]]".	Amb,Amb
1527	As a [[child]] she also appeared in Romeo and Juliet (1908) and The Smoke Fairy (1909).	Female
1528	As a [[child]], [[he]] wanted to join the baseball [[team]] that would win the Utah territorial championship, but [[others]] believed him to be too physically awkward to be successful.	Male,Male,Amb,Amb
1529	Drama by Czech [[author]].	Amb
1530	[[She]] is also the [[founder]] of an [[adult]] film production company of the same name.	Female,Female,Amb
1531	Diplomatic passport is issued by the Ministry of Foreign Affairs to [[diplomats]], high-ranking [[officials]], [[members]] of the [[Parliament]] and [[persons]] traveling on official state business, and in some cases to immediate [[family]] members of the above.	Amb,Amb,Amb,Amb,Amb,Amb
1532	[[I]] don't know what that reason is, only God knows.	Amb
1533	The [[baby]], a boy, was born in December 2009.	Male
1534	The plot was about a [[student]] who was preparing April Fools’ Day's tricks for his [[neighbors]] and his [[girl-friend]] was trapped instead.	Male,Amb,Female
1535	In Zeus, the [[player]] constructs massive temples, known as sanctuaries, to honor the gods.	Amb
1536	On 29 May 2017, [[Macron]] met with [[Vladimir Putin]] at the Palace of Versailles.	Amb,Amb
1537	On the latter occasion, Lords [[Hope]], [[Rodger]], [[Walker]], and [[Mance]], and Sir [[Christopher Rose]], heard several cases.	Male,Male,Male,Male,Male
1538	Seven Circles marks the first time that [[Jeff Martin]] has duetted with another [[artist]]; "Wishing you would Stay" features fellow Canadian vocalist [[Holly McNarland]], as a counterpoint to Martin's baritone.	Amb,Amb,Amb
1539	[[Fisher]] was very supportive of [[Blunt's]] aspirations, suggesting the name of the album and providing use of a bathroom in her home for Blunt to record the song "Goodbye My Lover".	Female,Amb
1540	[[Cowgill]]'s law in Germanic has no relation to Cowgill's law in Greek other than having been named after the same [[person]].	Amb,Amb
1541	These same limitations affected FlexOS 286 version 1.x, a reengineered derivation of Concurrent DOS 286, which was developed by Digital Research's new Flexible Automation Business [[Unit]] in Monterey, CA, since 1986.	Amb
1542	[[Penelope Ann]] [[Miller]] had not done a horror film prior to The Relic but was drawn to director [[Peter Hyams']] desire to have a strong, smart female [[lead]].	Female,Amb,Amb,Female
1543	[[She]] is also a founding [[member]] of the Campaign for Socialism.	Female,Female
1544	[[Emmanuel Nobel]], his [[stepmother]] and [[Ludvig Nobel's]] second [[wife]] also attended the ceremony.	Male,Female,Amb,Female
1545	A [[writer]] stands by her words.	Female
1546	He is the [[editor]] of two anthologies published in the United States.	Male
1547	Treatment: Hypnosis is often used to help [[patient]] recall true identity and remember events of the past.	Amb
1548	Are [[you]] happy for [[me]]?	Amb,Amb
1549	In 1952, after passage of a resolution of [[Congress]] in support of [[Cox]], President [[Harry S Truman]] cleared Cox's name and restored his rank.	Amb,Male,Amb
1550	The three women are those [[he]] sees daily: the [[dental nurse]], a [[secretary]], and a [[waitress]] in the bar.	Male,Female,Female,Female
1551	However, the [[family]] suspected a ploy by the rebellious [[teenager]] to extract money from his miserly [[grandfather]].	Amb,Male,Male
1552	Despite that, [[Philippine]] did not see the day her [[love]] would become the King; while living quietly at her [[mother's]] favourite residence, the Château de Bagnolet in Bagnolet, she died of smallpox at the age of nineteen.	Female,Male,Female
1553	The male [[students]] were all behind [[them]].	Male,Amb
1554	In 2008, PC Games Hardware listed [[her]] as one of the most important female [[characters]] in video games.	Female,Female
1555	[[He]] is a [[member]] of the Japanese Baseball Hall of Fame.	Male,Male
1556	After the [[victim]] had sliced his own abdomen open, another [[warrior]] would strike his head off from behind with a katana to hasten death and to reduce the suffering.	Male,Amb
1557	It's the final [[Carter]] album.	Amb
1558	Since 1969 he has been a freelance [[artist]].	Male
1559	At the time, [[Richard]] lived in Vrindavan, close to Mathura, where [[Hindus]] believe [[Krishna]] spent his childhood.	Amb,Amb,Male
1560	There is an unwritten rule that the [[member]] of the Federal Council who has not been federal president the longest becomes President.	Amb
1561	The bodies of [[Scott]] and his [[companions]] were discovered by a search [[party]] on 12 November 1912 and their records retrieved.	Male,Amb,Amb
1562	In 1949, the [[Soviets]] tested their first atomic bomb.	Amb
1563	She works as a storybook [[artist]].	Female
1564	[[They]] were passed in the wake of the Glorious Revolution, in which King [[James II]] had recently been deposed.	Amb,Male
1565	[[Lépine]] then walked up an escalator to the third floor where he shot and wounded one female and two male [[students]] in the corridor.	Male,Male
1566	[[Smith]], who had written comics in the U.S. since 1982, wrote an article on Warriors of the Wind (the heavily edited version of the film adaptation released in the U.S. in the 1980s) for the Japanese edition of Starlog, in which he criticized what New World Pictures had done to [[Miyazaki's]] film.	Male,Amb
1567	The pontifical institute was established in 1917 by Pope [[Benedict XV]].	Male
1568	The word comes from a 15th-century proverb about [[fathers]] admonishing their [[sons]] who are being married off for money to not get emotionally involved with their [[wives]], as they could die at any time.	Male,Male,Female
1569	Japanese anime and manga features [[vampires]] in several titles, including JoJo's Bizarre Adventure (1987), Vampire Princess Miyu (OAV 1988, TV series 1997), Nightwalker: The Midnight Detective (1998), Vampire Hunter D (2000), Blood: The Last Vampire (2000), Hellsing (2002), Vampire Host (2004), Tsukihime, Lunar Legend (2003), Tsukuyomi -Moon Phase- (2004), Bleach (2005), Blood+ (2005),Trinity Blood (2005),Vampire Knight,'(2005)'Karin (2006), Black Blood Brothers (2006), Shiki (2007), and Rosario + Vampire (2004).	Amb
1570	The Doctor [[Who]] Forum at Outpost Gallifrey.	Male
1571	The Nottingham derby is the name given to football matches contested between [[Nottingham Forest]] and [[Notts County]].	Amb,Amb
1572	To pass beyond the first round, a [[candidate]] requires an absolute majority, whereas in the second round a plurality is sufficient.	Amb
1573	After four years of civil service, [[Ong]] resigned from his government profession and started his own architectural firm, Ong & Ong Architects, with his [[wife]].	Male,Female
1574	However, the bassist slot was not vacant long, for a Cure roadie named [[Gary Biddles]] had brokered a reunion between [[Smith]] and former bassist [[Simon Gallup]], who had been playing in the band [[Fools Dance]].	Amb,Amb,Amb,Amb
